m38.75a,m38.75b,m38.75c,m37.5a,m37.5b,m37.5c,m36.25a,m36.25b,m36.25c,m35a,m35b,m35c,m33.75a,m33.75b,m33.75c,m32.5a,m32.5b,m32.5c,m31.25a,m31.25b,m31.25c,m30a,m30b,m30c,m28.75a,m28.75b,m28.75c,m27.5a,m27.5b,m27.5c,m26.25a,m26.25b,m26.25c,m25a,m25b,m25c,m23.75a,m23.75b,m23.75c,m22.5a,m22.5b,m22.5c,m21.25a,m21.25b,m21.25c,m20a,m20b,m20c,m18.75a,m18.75b,m18.75c,m17.5a,m17.5b,m17.5c,m16.25a,m16.25b,m16.25c,m15a,m15b,m15c,m13.75a,m13.75b,m13.75c,m12.5a,m12.5b,m12.5c,m11.25a,m11.25b,m11.25c,m10a,m10b,m10c,m8.75a,m8.75b,m8.75c,m7.5a,m7.5b,m7.5c,m6.25a,m6.25b,m6.25c,m5a,m5b,m5c,m3.75a,m3.75b,m3.75c,m2.5a,m2.5b,m2.5c,m1.25a,m1.25b,m1.25c,centera,centerb,centerc,p1.25a,p1.25b,p1.25c,p2.5a,p2.5b,p2.5c,p3.75a,p3.75b,p3.75c,p5a,p5b,p5c,p6.25a,p6.25b,p6.25c,p7.5a,p7.5b,p7.5c,p8.75a,p8.75b,p8.75c,p10a,p10b,p10c,p11.25a,p11.25b,p11.25c,p12.5a,p12.5b,p12.5c,p13.75a,p13.75b,p13.75c,p15a,p15b,p15c,p16.25a,p16.25b,p16.25c,p17.5a,p17.5b,p17.5c,p18.75a,p18.75b,p18.75c,p20a,p20b,p20c,p21.25a,p21.25b,p21.25c,p22.5a,p22.5b,p22.5c,p23.75a,p23.75b,p23.75c,p25a,p25b,p25c,p26.25a,p26.25b,p26.25c,p27.5a,p27.5b,p27.5c,p28.75a,p28.75b,p28.75c,p30a,p30b,p30c,p31.25a,p31.25b,p31.25c,p32.5a,p32.5b,p32.5c,p33.75a,p33.75b,p33.75c,p35a,p35b,p35c,p36.25a,p36.25b,p36.25c,p37.5a,p37.5b,p37.5c,p38.75a,p38.75b,p38.75c,p40a,p40b,p40c,species
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,-92.5,Overload
